trading_pair,date,open,high,low,close,volume
BTC-USD,7/23/2020 19:00:00,9475.7,9645.55,9613.24,9551.21,9798.893466
BTC-USD,7/22/2020 19:00:00,9450.04,9686,9536.2,9613.24,12992.97192
BTC-USD,7/21/2020 19:00:00,9277,9567.77,9394.14,9536.18,10362.35265
BTC-USD,7/20/2020 19:00:00,9157.04,9438,9161.05,9394.14,9603.915113
BTC-USD,7/19/2020 19:00:00,9131,9223.51,9214.01,9161.05,5815.330842
BTC-USD,7/18/2020 19:00:00,9105.37,9245.03,9175.83,9212.87,3520.072476
BTC-USD,7/17/2020 19:00:00,9122.65,9210,9154.29,9175.85,4121.626974
BTC-USD,7/16/2020 19:00:00,9054.99,9182.99,9130.93,9154.29,6423.747162
BTC-USD,7/15/2020 19:00:00,9005,9216.02,9190.8,9130.11,8765.698589
BTC-USD,7/14/2020 19:00:00,9154.01,9273.98,9256.94,9190.16,7196.328663
BTC-USD,7/13/2020 19:00:00,9100,9280,9236.91,9256.94,7497.563092
BTC-USD,7/12/2020 19:00:00,9193.52,9339.61,9303.38,9236.92,8698.436188
BTC-USD,7/11/2020 19:00:00,9159.33,9347.53,9235,9303.37,5419.213577
BTC-USD,7/10/2020 19:00:00,9182.35,9303.04,9291.04,9235,3369.217287
BTC-USD,7/9/2020 19:00:00,9118,9322.23,9236.95,9291.05,6892.470611
BTC-USD,7/8/2020 19:00:00,9154.79,9446.62,9435.28,9236.95,8450.141101
BTC-USD,7/7/2020 19:00:00,9232.2,9475,9253.94,9435.28,10135.31537
BTC-USD,7/6/2020 19:00:00,9201.57,9379.34,9343.31,9253.94,6326.838654
BTC-USD,7/5/2020 19:00:00,9061.59,9375.9,9074.37,9343.31,9959.282002
BTC-USD,7/4/2020 19:00:00,8905.84,9145,9138.51,9074.39,4601.326459
BTC-USD,7/3/2020 19:00:00,9039.84,9195.84,9059.73,9138.51,5300.788233
BTC-USD,7/2/2020 19:00:00,9036.74,9126.12,9091.98,9063.87,7738.469721
BTC-USD,7/1/2020 19:00:00,8938,9265,9239.41,9091.53,10774.18559
BTC-USD,6/30/2020 19:00:00,9088,9297.2,9135.91,9239.97,7550.159997
BTC-USD,6/29/2020 19:00:00,9059.6,9201,9188.79,9136.2,6820.867409
BTC-USD,6/28/2020 19:00:00,9014,9236.75,9113.23,9184.45,8658.426725
BTC-USD,6/27/2020 19:00:00,8931.77,9189,9002.38,9113.24,5537.757506
BTC-USD,6/26/2020 19:00:00,8815.01,9188.14,9155.42,9002.46,8507.26841
BTC-USD,6/25/2020 19:00:00,9027.62,9291.73,9242.98,9155.42,10702.37319
BTC-USD,6/24/2020 19:00:00,8979.07,9335,9285.94,9243.51,13529.05627
BTC-USD,6/23/2020 19:00:00,9195,9663.38,9623.56,9285.91,13410.75869
BTC-USD,6/22/2020 19:00:00,9572.22,9724.53,9690.67,9623.56,7946.973557
BTC-USD,6/21/2020 19:00:00,9267.58,9792,9286.14,9690.74,11775.73859
BTC-USD,6/20/2020 19:00:00,9273,9419.35,9355.74,9286.14,3088.668499
BTC-USD,6/19/2020 19:00:00,9161,9391.71,9300.42,9355.74,6900.609341
BTC-USD,6/18/2020 19:00:00,9229,9430,9376.14,9301.91,7871.963748
BTC-USD,6/17/2020 19:00:00,9267.18,9482.66,9457.51,9376.14,6300.566491
BTC-USD,6/16/2020 19:00:00,9227.03,9558.48,9526.25,9457.51,8937.926232
BTC-USD,6/15/2020 19:00:00,9381,9592.04,9432.57,9526.25,10345.29527
BTC-USD,6/14/2020 19:00:00,8895.01,9499,9328.63,9432.53,18589.28587
BTC-USD,6/13/2020 19:00:00,9240,9481,9475,9325,4829.797263
BTC-USD,6/12/2020 19:00:00,9346,9494.45,9464.71,9475,4581.792063
BTC-USD,6/11/2020 19:00:00,9227,9552.87,9268.16,9464.17,10992.51648
BTC-USD,6/10/2020 19:00:00,9050,9973.25,9894.35,9268.16,26779.87939
BTC-USD,6/9/2020 19:00:00,9690,10018.67,9779.7,9894.04,12965.42597
BTC-USD,6/8/2020 19:00:00,9567.33,9886,9781.51,9779.41,10329.87715
BTC-USD,6/7/2020 19:00:00,9632.79,9815,9750.12,9781.51,8533.836149
BTC-USD,6/6/2020 19:00:00,9370,9822,9670.28,9750.12,11628.94528
BTC-USD,6/5/2020 19:00:00,9526.03,9735.13,9613.42,9671.7,6501.317317
BTC-USD,6/4/2020 19:00:00,9585.44,9855,9791.96,9613.21,12495.89786
BTC-USD,6/3/2020 19:00:00,9450,9888,9668.06,9788.03,12441.27299
BTC-USD,6/2/2020 19:00:00,9385.22,9695,9521.53,9668.07,11446.72194
BTC-USD,6/1/2020 19:00:00,9270,10237.6,10208.96,9522.46,33220.58269
BTC-USD,5/31/2020 19:00:00,9417.42,10428,9445.83,10208.96,21676.60829
BTC-USD,5/30/2020 19:00:00,9369.58,9705.6,9700.32,9446.57,7944.716693
BTC-USD,5/29/2020 19:00:00,9326.43,9764,9423.85,9700.33,10509.69815
BTC-USD,5/28/2020 19:00:00,9330.01,9609.02,9580.01,9423.84,10415.42644
BTC-USD,5/27/2020 19:00:00,9112,9625,9208.53,9580.19,14511.07649
BTC-USD,5/26/2020 19:00:00,8811.46,9230,8844.41,9208.53,10936.67835
BTC-USD,5/25/2020 19:00:00,8694.23,9016.99,8900,8844.42,11507.43098
BTC-USD,5/24/2020 19:00:00,8632.93,8977,8715.69,8899.31,12328.24204
BTC-USD,5/23/2020 19:00:00,8680.7,9306.23,9181.09,8715.73,13004.34568
BTC-USD,5/22/2020 19:00:00,9090.11,9313.83,9168.84,9181.76,6878.847917
BTC-USD,5/21/2020 19:00:00,8923.5,9267.34,9059.32,9168.84,13731.91887
BTC-USD,5/20/2020 19:00:00,8800,9568,9509.4,9061.96,28081.22891
BTC-USD,5/19/2020 19:00:00,9294.54,9836.99,9783.57,9509.41,16895.54925
BTC-USD,5/18/2020 19:00:00,9463.22,9898,9728.52,9783.76,15229.62611
BTC-USD,5/17/2020 19:00:00,9436.97,9957.25,9677.45,9728.52,17710.29958
BTC-USD,5/16/2020 19:00:00,9325.81,9896,9380.01,9676.63,13540.66294
BTC-USD,5/15/2020 19:00:00,9215.01,9594.99,9312.1,9383.16,10782.32774
BTC-USD,5/14/2020 19:00:00,9120,9849,9795.34,9312.1,25180.97967
BTC-USD,5/13/2020 19:00:00,9257.15,9943.93,9320.85,9795.34,28752.36042
BTC-USD,5/12/2020 19:00:00,8803.97,9420.18,8821.41,9321.26,21357.63023
BTC-USD,5/11/2020 19:00:00,8534.85,8982.9,8572.4,8821.42,20219.23699
BTC-USD,5/10/2020 19:00:00,8185,9182.66,8729.86,8572.4,39999.37731
BTC-USD,5/9/2020 19:00:00,8106.7,9559.98,9537.21,8729.86,50909.8443
BTC-USD,5/8/2020 19:00:00,9521,9920.73,9810.01,9537.21,17931.17486
BTC-USD,5/7/2020 19:00:00,9730,10049,10000.37,9810,26363.71689
BTC-USD,5/6/2020 19:00:00,9028.89,10079,9155.79,10004.77,39447.57512
BTC-USD,5/5/2020 19:00:00,8922.13,9418,9028.78,9155.79,27650.87868
BTC-USD,5/4/2020 19:00:00,8769.69,9126.27,8887.81,9028.79,16392.29937
BTC-USD,5/3/2020 19:00:00,8533.98,8970,8907.85,8883.53,18380.62654
BTC-USD,5/2/2020 19:00:00,8731.01,9203.52,8984.69,8909.95,17147.65372
BTC-USD,5/1/2020 19:00:00,8762.01,9025,8829.42,8985.58,10539.26529
BTC-USD,4/30/2020 19:00:00,8622.72,9075.98,8624.68,8829.42,21660.21989
BTC-USD,4/29/2020 19:00:00,8407,9478.66,8794.99,8624.28,44843.96468
BTC-USD,4/28/2020 19:00:00,7720,8988,7757.18,8793.75,48689.7503
BTC-USD,4/27/2020 19:00:00,7672,7794.74,7789.77,7755.01,10984.76644
BTC-USD,4/26/2020 19:00:00,7635.69,7810.99,7706.4,7789.77,15455.73612
BTC-USD,4/25/2020 19:00:00,7490,7715,7547.61,7706.4,9292.640777
BTC-USD,4/24/2020 19:00:00,7437.94,7720,7514.99,7547.61,7443.796196
BTC-USD,4/23/2020 19:00:00,7390,7612.24,7491.5,7514.64,13764.56695
BTC-USD,4/22/2020 19:00:00,7031.14,7775,7136.81,7488.83,22759.36482
BTC-USD,4/21/2020 19:00:00,6826,7167.37,6853.67,7136.84,13141.14072
BTC-USD,4/20/2020 19:00:00,6776,6959,6837.22,6853.68,14467.84249
BTC-USD,4/19/2020 19:00:00,6748.72,7227.11,7130.7,6838.19,18396.60556
BTC-USD,4/18/2020 19:00:00,7063.02,7275,7262.04,7130.71,8887.888751
BTC-USD,4/17/2020 19:00:00,7021,7308,7036.45,7261.76,11510.52117
BTC-USD,4/16/2020 19:00:00,7000,7156.66,7114.76,7037.46,13514.57644
BTC-USD,4/15/2020 19:00:00,6456,7217.27,6623.62,7112.64,28117.55708
BTC-USD,4/14/2020 19:00:00,6605.89,6940,6876.92,6624.12,14753.81361
BTC-USD,4/13/2020 19:00:00,6771.41,6997.38,6860.51,6877.37,12868.60616
BTC-USD,4/12/2020 19:00:00,6555,6908.13,6908.12,6861.21,22323.76662
BTC-USD,4/11/2020 19:00:00,6787.44,7200,6889.78,6908.13,12733.98839
BTC-USD,4/10/2020 19:00:00,6775,6955,6871.83,6889.65,8066.075369
BTC-USD,4/9/2020 19:00:00,6750,7305.91,7293.23,6871.91,19671.19021
BTC-USD,4/8/2020 19:00:00,7110,7377,7370.38,7293.24,12369.84268
BTC-USD,4/7/2020 19:00:00,7154.22,7430,7200.01,7370.11,15429.12192
BTC-USD,4/6/2020 19:00:00,7073,7466,7341.55,7200.01,22743.06622
BTC-USD,4/5/2020 19:00:00,6773.28,7373.37,6778.64,7341.56,27992.01319
BTC-USD,4/4/2020 19:00:00,6681,6925,6874.77,6778.25,8962.910598
BTC-USD,4/3/2020 19:00:00,6658.16,7025.53,6741.99,6874.77,10217.67908
BTC-USD,4/2/2020 19:00:00,6606.06,7050,6804.24,6741.99,14953.17964
BTC-USD,4/1/2020 19:00:00,6570.92,7292.11,6666.11,6804.52,28761.00804
BTC-USD,3/31/2020 19:00:00,6160,6744.99,6424.02,6666.11,17900.25086
BTC-USD,3/30/2020 19:00:00,6333.91,6524.79,6406.4,6424.35,11939.02533
BTC-USD,3/29/2020 19:00:00,5853,6631.23,5878.98,6406.4,23659.80264
BTC-USD,3/28/2020 19:00:00,5870.46,6279.96,6251.45,5877.21,16111.23638
BTC-USD,3/27/2020 19:00:00,6030,6372.36,6372.36,6251.82,20353.87485
BTC-USD,3/26/2020 19:00:00,6260,6880,6760,6372.36,20458.24402
BTC-USD,3/25/2020 19:00:00,6520.13,6795,6691.71,6758.18,17456.11705
BTC-USD,3/24/2020 19:00:00,6470,6983.31,6766,6690.96,31266.36828
BTC-USD,3/23/2020 19:00:00,6403.16,6866.1,6493.58,6766.64,40618.19871
BTC-USD,3/22/2020 19:00:00,5678.2,6641.03,5815.24,6490.63,42437.9707
BTC-USD,3/21/2020 19:00:00,5738,6420,6198.64,5818.25,28089.48698
BTC-USD,3/20/2020 19:00:00,5851,6470,6210.47,6198.78,23514.96654
BTC-USD,3/19/2020 19:00:00,5657,6990,6183.82,6206.1,53024.40104
BTC-USD,3/18/2020 19:00:00,5261.69,6441.37,5413.88,6186.26,54666.67461
BTC-USD,3/17/2020 19:00:00,5001,5452.82,5331.71,5413.64,37513.03523
BTC-USD,3/16/2020 19:00:00,4935.6,5569.44,5039.95,5331.71,44347.15487
BTC-USD,3/15/2020 19:00:00,4432.3,5350.3,5346.86,5037.61,80184.03685
BTC-USD,3/14/2020 19:00:00,5085.91,5985,5161.16,5345.35,43763.76237
BTC-USD,3/13/2020 19:00:00,5050,5669,5630.93,5165.25,32760.12278
BTC-USD,3/12/2020 19:00:00,3858,5995,4857.1,5637.6,130316.6468
BTC-USD,3/11/2020 19:00:00,4644,7969.45,7938.05,4857.1,113902.2033
BTC-USD,3/10/2020 19:00:00,7583.27,7987.97,7894.68,7938.05,13647.86514
BTC-USD,3/9/2020 19:00:00,7733.56,8158.25,7934.56,7894.68,17172.4713
BTC-USD,3/8/2020 19:00:00,7630,8187.03,8037.73,7934.52,25563.61417
BTC-USD,3/7/2020 19:00:00,8002.2,8901.37,8901.36,8037.76,16591.9141
BTC-USD,3/6/2020 19:00:00,8850.47,9214.67,9158.51,8901.37,6478.253345
BTC-USD,3/5/2020 19:00:00,9000.01,9182.08,9070.18,9158.51,6422.128853
BTC-USD,3/4/2020 19:00:00,8759.99,9174.24,8759.99,9070.17,10073.31421
BTC-USD,3/3/2020 19:00:00,8670.57,8847,8757.83,8760.66,5688.585097
BTC-USD,3/2/2020 19:00:00,8635.31,8927.45,8919.21,8757.84,9152.706927
BTC-USD,3/1/2020 19:00:00,8487.33,8973.45,8522.3,8915,10216.69254
BTC-USD,2/29/2020 19:00:00,8400,8752.34,8523.33,8522.31,7353.139605
BTC-USD,2/28/2020 19:00:00,8520.67,8799,8708.61,8525.07,5142.708305
BTC-USD,2/27/2020 19:00:00,8428.8,8899.94,8814.9,8708.89,13643.2859
BTC-USD,2/26/2020 19:00:00,8520,8972.92,8778.3,8812.49,14781.0202
BTC-USD,2/25/2020 19:00:00,8602,9375.36,9304.99,8778.3,21610.4629
BTC-USD,2/24/2020 19:00:00,9230,9681.56,9660,9305,9370.804061
BTC-USD,2/23/2020 19:00:00,9474.74,10030,9965,9660,11274.83221
BTC-USD,2/22/2020 19:00:00,9667.13,10025.66,9668.23,9965.01,5631.937285
BTC-USD,2/21/2020 19:00:00,9575.01,9722.97,9695.66,9668.23,3301.243628
BTC-USD,2/20/2020 19:00:00,9566.98,9769.66,9610.05,9695.66,7073.366177
BTC-USD,2/19/2020 19:00:00,9393.39,9698.1,9593.48,9610.05,12382.01006
BTC-USD,2/18/2020 19:00:00,9280.98,10315,10188.04,9600.08,16637.05015
BTC-USD,2/17/2020 19:00:00,9610.27,10298.25,9700,10188.04,11606.56133
BTC-USD,2/16/2020 19:00:00,9467,9969.38,9920.52,9700,10144.62802
BTC-USD,2/15/2020 19:00:00,9612.12,10048.34,9911.22,9921,9430.328879
BTC-USD,2/14/2020 19:00:00,9750,10400,10371.33,9911.22,12323.2886
BTC-USD,2/13/2020 19:00:00,10102.5,10395.66,10236.49,10371.33,8026.496207
BTC-USD,2/12/2020 19:00:00,10083.1,10522.51,10351.13,10236.49,17101.28535
BTC-USD,2/11/2020 19:00:00,10250,10483.86,10270.01,10351.13,13740.98485
BTC-USD,2/10/2020 19:00:00,9706,10400,9851.78,10270.01,16722.06582
BTC-USD,2/9/2020 19:00:00,9736,10199,10168.36,9851.78,13249.58715
BTC-USD,2/8/2020 19:00:00,9888.76,10178.91,9905.64,10168.35,9649.749387
BTC-USD,2/7/2020 19:00:00,9653.47,9955,9807.92,9905.64,8100.971123
BTC-USD,2/6/2020 19:00:00,9713.99,9885,9763.01,9808.05,8516.628405
BTC-USD,2/5/2020 19:00:00,9521.47,9857,9613.91,9763.01,12672.13678
BTC-USD,2/4/2020 19:00:00,9150,9769.7,9164.33,9613.82,13267.06194
BTC-USD,2/3/2020 19:00:00,9078.05,9350,9280.49,9164.33,8190.748987
BTC-USD,2/2/2020 19:00:00,9220,9619.95,9325.01,9280.49,11910.28573
BTC-USD,2/1/2020 19:00:00,9140,9480,9380.18,9323.5,7307.922915
BTC-USD,1/31/2020 19:00:00,9285.01,9458.08,9334.98,9380.18,4387.419862
BTC-USD,1/30/2020 19:00:00,9195.49,9522.5,9502.71,9334.98,9719.061315
BTC-USD,1/29/2020 19:00:00,9171.11,9574.68,9287.9,9503.08,12948.39767
BTC-USD,1/28/2020 19:00:00,9224.75,9439.83,9391.14,9288.44,12233.05064
BTC-USD,1/27/2020 19:00:00,8880.87,9418.91,8895.95,9394.5,17578.54006
BTC-USD,1/26/2020 19:00:00,8556.6,8985,8595,8895.96,9548.60475
BTC-USD,1/25/2020 19:00:00,8278.68,8595,8326.8,8595,5497.32294
BTC-USD,1/24/2020 19:00:00,8252.73,8437.76,8427.58,8326.81,3783.208317
BTC-USD,1/23/2020 19:00:00,8216.71,8509.99,8385.21,8427.26,8634.967923
BTC-USD,1/22/2020 19:00:00,8278,8665,8660.38,8385.22,12206.24491
BTC-USD,1/21/2020 19:00:00,8565,8791.76,8722.03,8660.38,5481.369608
BTC-USD,1/20/2020 19:00:00,8465,8774.31,8628.89,8722.03,7520.65103
BTC-USD,1/19/2020 19:00:00,8504.06,8734.84,8697.53,8628.89,5605.805614
BTC-USD,1/18/2020 19:00:00,8465,9194.99,8908.95,8697.53,15218.51476
BTC-USD,1/17/2020 19:00:00,8800.1,8980,8899.42,8909.32,5600.218278
BTC-USD,1/16/2020 19:00:00,8665.67,9013,8714.77,8899.42,15447.36513
BTC-USD,1/15/2020 19:00:00,8580,8850,8808.81,8714.76,9265.764235
BTC-USD,1/14/2020 19:00:00,8550,8900,8812.58,8808.81,14977.61979
BTC-USD,1/13/2020 19:00:00,8105.23,8893.69,8105.6,8815.69,27075.80822
BTC-USD,1/12/2020 19:00:00,8041.95,8195.81,8180.81,8104.5,6678.028403
BTC-USD,1/11/2020 19:00:00,7963.25,8185,8017.47,8180.81,3920.740098
BTC-USD,1/10/2020 19:00:00,8000.01,8290,8198.09,8020,7557.368793
BTC-USD,1/9/2020 19:00:00,7671,8199.77,7813.78,8198.09,13419.69851
BTC-USD,1/8/2020 19:00:00,7744.48,8048.67,8047.75,7813.78,9477.659838
BTC-USD,1/7/2020 19:00:00,7845,8469.39,8160.01,8045.51,23927.67533
BTC-USD,1/6/2020 19:00:00,7723,8216,7764.63,8158.52,19857.45755
BTC-USD,1/5/2020 19:00:00,7343.17,7805,7355.4,7764.63,11770.42968
BTC-USD,1/4/2020 19:00:00,7312.22,7488.87,7348.63,7355.4,5942.014946
BTC-USD,1/3/2020 19:00:00,7263.32,7398,7334.45,7348.63,4742.46621
BTC-USD,1/2/2020 19:00:00,6854.67,7401.2,6945.02,7334.45,14056.39238
BTC-USD,1/1/2020 19:00:00,6903,7186.18,7174.33,6945.02,8010.927387
BTC-USD,8/22/2021 20:00:00,49012.84,50505,49284.38,49506.5,10824.26838
BTC-USD,8/21/2021 20:00:00,48102.89,49526.13,48870.21,49284.63,6243.396434
BTC-USD,8/20/2021 20:00:00,48285.28,49821.92,49349.99,48867.02,9574.836152
BTC-USD,8/19/2021 20:00:00,46644.95,49400,46769.02,49342.4,13184.67049
BTC-USD,8/18/2021 20:00:00,43955,47088.08,44709.1,46765.87,11938.12185
BTC-USD,8/17/2021 20:00:00,44216.47,46035.27,44675.34,44707.98,10327.49887
BTC-USD,8/16/2021 20:00:00,44405.39,47174.62,45903.22,44671.58,12756.14778
BTC-USD,8/15/2021 20:00:00,45676.91,48076.52,47014.38,45902.46,10467.66031
BTC-USD,8/14/2021 20:00:00,45525.19,47400,47109.64,47014.49,7745.702008
BTC-USD,8/13/2021 20:00:00,46034.93,48176.52,47833.64,47109.65,8130.367694
BTC-USD,8/12/2021 20:00:00,44249.64,47953.9,44422.15,47833.64,11794.94196
BTC-USD,8/11/2021 20:00:00,43714.36,46223.95,45553.1,44422.14,13169.78177
BTC-USD,8/10/2021 20:00:00,45350.74,46781.09,45601.82,45553.49,11628.32044
BTC-USD,8/9/2021 20:00:00,44650.27,46718.44,46280,45595.66,13756.50067
BTC-USD,8/8/2021 20:00:00,42821.3,46497.42,43829.15,46285.48,19464.72494
BTC-USD,8/7/2021 20:00:00,43131.97,45363.83,44628.11,43829.14,18712.27158
BTC-USD,8/6/2021 20:00:00,42457.27,44750,42869.59,44637.34,19634.79476
BTC-USD,8/5/2021 20:00:00,39876.74,43399.26,40888.73,42869.58,20425.11454
BTC-USD,8/4/2021 20:00:00,37300,41447.89,39718.9,40888.74,28507.85533
BTC-USD,8/3/2021 20:00:00,37509,39965.1,38189.4,39722.41,15327.67625
BTC-USD,8/2/2021 20:00:00,37627.21,39785.3,39149.59,38191.44,15094.8174
BTC-USD,8/1/2021 20:00:00,38690,40459.68,39859.18,39149.59,12379.41217
BTC-USD,7/31/2021 20:00:00,39426,42605.64,41499,39865.41,10617.67293
BTC-USD,7/30/2021 20:00:00,41064.11,42414.61,42233.66,41495.01,9351.942886
BTC-USD,7/29/2021 20:00:00,38342,42320.57,40039.44,42237.95,15063.23441
BTC-USD,7/28/2021 20:00:00,39229.47,40644.85,40035.1,40039.44,11022.42513
BTC-USD,7/27/2021 20:00:00,38803.34,40925.56,39475.99,40035.1,27198.33358
BTC-USD,7/26/2021 20:00:00,36413.26,39550,37262.76,39470.48,24709.10441
BTC-USD,7/25/2021 20:00:00,35251.54,40593.93,35428.25,37262.77,40354.54556
BTC-USD,7/24/2021 20:00:00,33888.89,35451.04,34291.67,35428.26,9434.630023
BTC-USD,7/23/2021 20:00:00,33424.7,34525,33647.27,34283.01,9864.752437
BTC-USD,7/22/2021 20:00:00,32000,33647.27,32287.75,33647.26,9004.842626
BTC-USD,7/21/2021 20:00:00,31729.68,32611.84,32152.68,32287.74,7704.640463
BTC-USD,7/20/2021 20:00:00,29501.02,32825,29796.15,32135.19,15598.47831
BTC-USD,7/19/2021 20:00:00,29301.56,31052.65,30842.04,29796.16,18114.15286
BTC-USD,7/18/2021 20:00:00,30429.99,31887.82,31786.37,30842.03,11027.00529
BTC-USD,7/17/2021 20:00:00,31125.6,32450,31533.9,31788.25,5006.483105
BTC-USD,7/16/2021 20:00:00,31179.01,31949.99,31389.57,31533.91,5695.574116
BTC-USD,7/15/2021 20:00:00,31025.42,32259.16,31872.49,31388.06,10006.47794
BTC-USD,7/14/2021 20:00:00,31064.77,33187.6,32815.75,31868.68,11273.61174
BTC-USD,7/13/2021 20:00:00,31600,33125.55,32734.14,32816.39,10355.3187
BTC-USD,7/12/2021 20:00:00,32201.12,33337.61,33077.43,32734.14,9478.042189
BTC-USD,7/11/2021 20:00:00,32665,34670,34259.22,33091.1,10145.24047
BTC-USD,7/10/2021 20:00:00,33333.33,34607.37,33515.35,34259.23,7023.065005
BTC-USD,7/9/2021 20:00:00,33027.83,34267.14,33824.25,33515.35,4906.245822
BTC-USD,7/8/2021 20:00:00,32255.24,34100,32875.95,33824.26,8320.906493
BTC-USD,7/7/2021 20:00:00,32111,33934.62,33879.5,32875.95,14147.35252
BTC-USD,7/6/2021 20:00:00,33770.01,35077.46,34225.72,33878.56,9404.897987
BTC-USD,7/5/2021 20:00:00,33300,35100,33697.78,34225.73,10313.01368
BTC-USD,7/4/2021 20:00:00,33156.86,35290.82,35284.06,33697.78,9607.606199
BTC-USD,7/3/2021 20:00:00,34390.53,35951,34685.03,35284.05,6224.03057
BTC-USD,7/2/2021 20:00:00,33320,34953.07,33805.01,34682.16,6197.801129
BTC-USD,7/1/2021 20:00:00,32704.73,33972.06,33510.93,33805.02,11765.6539
BTC-USD,6/30/2021 20:00:00,32703.48,35066.54,35060,33516.11,13210.95097
BTC-USD,6/29/2021 20:00:00,34033,36094.42,35906.17,35060,16700.72309
BTC-USD,6/28/2021 20:00:00,34233.35,36675,34493.22,35904.28,17917.59826
BTC-USD,6/27/2021 20:00:00,33864.99,35301.43,34708.53,34493.22,14920.26479
BTC-USD,6/26/2021 20:00:00,32002.21,34749,32267.59,34709.23,14428.92979
BTC-USD,6/25/2021 20:00:00,30173.49,32711.68,31594.62,32275.19,18299.38703
BTC-USD,6/24/2021 20:00:00,31300,35500,34654.87,31594.63,26505.19267
BTC-USD,6/23/2021 20:00:00,32300,35295.67,33688.51,34654.58,16868.94085
BTC-USD,6/22/2021 20:00:00,31708.03,34881.02,32538.9,33688.35,23124.81248
BTC-USD,6/21/2021 20:00:00,28800,33352,31609.82,32538.37,48409.17333
BTC-USD,6/20/2021 20:00:00,31259,35741.54,35585.79,31609.82,41304.39904
BTC-USD,6/19/2021 20:00:00,33347.05,36139.73,35484.8,35585.78,19400.07454
BTC-USD,6/18/2021 20:00:00,34833.26,36457.18,35840.96,35484.79,16801.08671
BTC-USD,6/17/2021 20:00:00,35153.16,38216.22,38103.94,35841.81,23472.37724
BTC-USD,6/16/2021 20:00:00,37365.63,39554.98,38351,38095.17,15970.35032
BTC-USD,6/15/2021 20:00:00,38105,40499,40158.06,38351,17238.57541
BTC-USD,6/14/2021 20:00:00,39510.98,41322.55,40537.93,40162.37,17020.70299
BTC-USD,6/13/2021 20:00:00,38744.83,41076.03,39015.24,40539.47,21916.84416
BTC-USD,6/12/2021 20:00:00,34780.57,39396,35557.32,39015.24,15748.96204
BTC-USD,6/11/2021 20:00:00,34635.47,37448,37340.08,35557.33,14516.54556
BTC-USD,6/10/2021 20:00:00,35944,37695,36694.91,37338.44,14142.1935
BTC-USD,6/9/2021 20:00:00,35800,38425.67,37404.75,36694.05,19853.81419
BTC-USD,6/8/2021 20:00:00,32408.53,37573.99,33402.13,37403.86,26040.89793
BTC-USD,6/7/2021 20:00:00,31004.95,34069,33567.26,33402.13,34937.55755
BTC-USD,6/6/2021 20:00:00,33333,36812.39,35800.48,33575.91,18997.71627
BTC-USD,6/5/2021 20:00:00,35258,36477.86,35539.97,35800.48,8184.503243
BTC-USD,6/4/2021 20:00:00,34832.17,37921.35,36856.53,35539.49,13654.69033
BTC-USD,6/3/2021 20:00:00,35593.22,39291.24,39248.54,36856.52,17917.63251
BTC-USD,6/2/2021 20:00:00,37184.88,39489.82,37581.83,39248.55,14325.75607
BTC-USD,6/1/2021 20:00:00,35920,38237.37,36684.99,37577.91,13952.35891
BTC-USD,5/31/2021 20:00:00,35669.14,37918.97,37276.23,36685,15713.10282
BTC-USD,5/30/2021 20:00:00,34183,37534.09,35669.44,37279.31,19527.116
BTC-USD,5/29/2021 20:00:00,33333,36500,34627.81,35669.44,16038.94658
BTC-USD,5/28/2021 20:00:00,33650.86,37325,35680.48,34627.82,27999.15073
BTC-USD,5/27/2021 20:00:00,34688,38900,38556.88,35680.47,36231.72334
BTC-USD,5/26/2021 20:00:00,37191.99,40440.95,39293.23,38556.88,19390.89447
BTC-USD,5/25/2021 20:00:00,37837.36,40900,38361.81,39293.23,25107.68631
BTC-USD,5/24/2021 20:00:00,36481.26,39878.51,38874.53,38361.81,26107.55687
BTC-USD,5/23/2021 20:00:00,34407.17,39966.87,34758.88,38878.56,44419.45828
BTC-USD,5/22/2021 20:00:00,31111,38319.36,37476.84,34758.67,53433.30297
BTC-USD,5/21/2021 20:00:00,35257.52,38889.76,37333.09,37476.83,29239.02738
BTC-USD,5/20/2021 20:00:00,33501.54,42275.99,40623.24,37340.77,55961.90006
BTC-USD,5/19/2021 20:00:00,35000,42605,36735.44,40623.33,51445.79736
BTC-USD,5/18/2021 20:00:00,30000,43591.7,42865.05,36731.75,109537.2423
BTC-USD,5/17/2021 20:00:00,42300,45851,43571.89,42857.15,28210.30024
BTC-USD,5/16/2021 20:00:00,42101,46646.15,46450.78,43580.5,43660.22208
BTC-USD,5/15/2021 20:00:00,43825,49808.28,46771.01,46450.79,30655.33065
BTC-USD,5/14/2021 20:00:00,46573,50730.58,49893.48,46775.51,21936.11455
BTC-USD,5/13/2021 20:00:00,48895,51569.56,49682.28,49893.48,21987.79362
BTC-USD,5/12/2021 20:00:00,46000,52500,49498.76,49690.11,42250.08741
BTC-USD,5/11/2021 20:00:00,48500,58041,56753.19,49498.77,29660.84274
BTC-USD,5/10/2021 20:00:00,54511.48,56962.07,55866.38,56753.19,15446.63592
BTC-USD,5/9/2021 20:00:00,53600,59592.2,58313.84,55866.41,24647.23541
BTC-USD,5/8/2021 20:00:00,56265.3,59300.52,58958.06,58312.57,17169.72319
BTC-USD,5/7/2021 20:00:00,56980.01,59559.84,57380.39,58958.05,15374.94443
BTC-USD,5/6/2021 20:00:00,55300,58735.95,56444.82,57380.39,18323.8958
BTC-USD,5/5/2021 20:00:00,55288,58400,57515.69,56440.66,18244.13605
